trial_id,filename,model,model_short,model_tier,provider,condition,task,trial_type,trial_number,session_date,temperature,first_tac_index,dialogue_turns_before_first_tac,asked_about_features,asked_about_location,asked_about_danny_location,precondition_coverage,hallucinated_features,hallucinated_location,premature_action,diagnostic_category,diagnostic_source_order,log_anchoring_type,hypotheses_count_grounded,hypotheses_count_log_derived,diagnostic_knowledge_ratio,log_data_misinterpretation,valid_causes,invalid_causes,diagnostic_validity,expresses_uncertainty_in_diagnosis,communication_milestone_count,appropriate_communication,fetch_request_turn,fetch_action_type,correct_action_selection,consequence_reasoning_evidence,compensation_attempted,action_loop_in_fetch,corrective_tac_count,cascade_pattern,cascade_severity,spatial_state_maintained,time_to_first_action,decision_points_traceable,decision_points_opaque,traceability_rate,hallucinated_commands,hallucinated_facts,valid_commands,invalid_commands,command_validity_rate,queried_fetch_procedure,fetch_procedure_followed,queried_diagnose_procedure,diagnose_procedure_followed,queried_resolve_procedure,resolve_procedure_followed,queried_search_procedure,search_procedure_followed,kb_queries_before_first_tac,total_kb_queries,queried_logs,searchlogs_before_diagnosis,total_log_queries,log_queries_before_first_tac,task_completed,termination_reason,action_loop_detected,total_tac_commands,total_sac_commands,total_commands,unique_tac_types_used,total_time_seconds,mean_response_time_ms,sd_response_time_ms,max_response_time_ms,prompts,input_tokens,output_tokens,total_tokens,coding_status,flagged,coding_notes,,,
gpt-5-mini_knowledge-equalized_maintenance_2,gpt-5-mini_knowledge-equalized_maintenance_2.json,gpt-5-mini,gpt-5-mini,,openai,knowledge-equalized,maintenance,standard,2,"2/25/2026, 6:59:15 PM",1,2,2,0,0,0,0,1,1,1,domain_grounded,domain_first,correct_separation,11,2,0.8461538461538461,,thermostat_failure,,1,1,4,1,5,SEARCH,1,,,,,,,,-86331,2,9,0.18181818181818182,0,2,9,0,1,0,,0,,0,,0,,1,1,1,1,1,1,0,action_loop,1,9,2,11,SEARCH,PICKUP,STOP,86390,10094,10705,44047,31,242603,10742,253345,complete,0,,
gpt-5-mini_knowledge-equalized_maintenance_3,gpt-5-mini_knowledge-equalized_maintenance_3.json,gpt-5-mini,gpt-5-mini,,openai,knowledge-equalized,maintenance,standard,3,"2/25/2026, 7:03:31 PM",1,2,5,0,1,0,0.5,1,1,1,domain_grounded,logs_first,correct_separation,8,4,0.6666666666666666,,thermostat_failure,,1,1,5,1,5,SEARCH,1,,,,,,,,150,4,7,0.36363636363636365,0,2,9,0,1,0,,1,1,0,,0,,1,1,1,0,1,1,1,success,0,9,2,11,SEARCH,PICKUP,WAYPOINT,DROPOBJECT,269,9410,10607,40179,32,278026,9338,287364,complete,0,
gpt-5-mini_knowledge-equalized_maintenance_4,gpt-5-mini_knowledge-equalized_maintenance_4.json,gpt-5-mini,gpt-5-mini,,openai,knowledge-equalized,maintenance,standard,4,"2/25/2026, 7:08:40 PM",1,2,7,0,1,0,0.5,1,1,1,domain_grounded,domain_first,paraphrase_only,6,1,0.8571428571428571,,thermostat_failure,,1,1,4,1,5,SEARCH,1,,,,,,,,123,2,4,0.3333333333333333,2,2,4,0,1,0,,1,1,0,,0,,1,1,1,0,1,1,0,incomplete,1,4,2,6,SEARCH,PICKUP,STOP,221,9997,9710,37045,29,212294,10914,223208,complete,0,,
gpt-5-mini_knowledge-equalized_maintenance_5,gpt-5-mini_knowledge-equalized_maintenance_5.json,gpt-5-mini,gpt-5-mini,,openai,knowledge-equalized,maintenance,standard,5,"2/25/2026, 7:13:03 PM",1,2,5,0,0,0,0,1,1,1,domain_grounded,domain_first,paraphrase_only,6,1,0.8571428571428571,,thermostat_failure,,1,1,5,1,5,SEARCH,1,,,,,,,,89,3,9,0.25,0,2,10,0,1,0,,0,,0,,0,,1,1,1,0,1,1,1,success,0,10,2,12,SEARCH,PICKUP,WAYPOINT,DROPOBJECT,233,6224,6170,28705,43,307155,9541,316696,complete,0,
gpt-5-mini_no-plans_maintenance_1,gpt-5-mini_no-plans_maintenance_1.json,gpt-5-mini,gpt-5-mini,,openai,no-plans,maintenance,standard,1,"2/25/2026, 7:19:33 PM",1,1,5,0,1,0,0.5,1,1,1,data_anchored,logs_first,paraphrase_only,0,4,0,,thermostat_failure,,1,1,4,1,5,SEARCH,1,,,,,,,,75,0,3,0,1,3,2,0,1,,,,,,,,,,,,,,,0,action_loop,1,2,1,3,SEARCH,PICKUP,144,7427,7971,34134,22,132607,7301,139908,complete,0,,,
gpt-5-mini_no-plans_maintenance_2,gpt-5-mini_no-plans_maintenance_2.json,gpt-5-mini,gpt-5-mini,,openai,no-plans,maintenance,standard,2,"2/25/2026, 7:22:32 PM",1,1,11,0,0,0,0,1,1,1,data_anchored,logs_first,paraphrase_only,0,5,0,,thermostat_failure,,1,1,4,1,5,SEARCH,1,,,,,,,,140,0,19,0,17,4,1,17,0.055555556,,,,,,,,,,,,,,,0,action_loop,1,18,1,19,SEARCH,PICKUP,247,7848,7742,33613,57,411809,12447,424256,complete,0,,,
gpt-5-mini_no-plans_maintenance_3,gpt-5-mini_no-plans_maintenance_3.json,gpt-5-mini,gpt-5-mini,,openai,no-plans,maintenance,standard,3,"2/25/2026, 7:45:35 PM",1,1,14,0,1,0,0.5,1,1,1,hallucinated,neither,paraphrase_only,0,1,0,,neither,,,0,4,1,7,SEARCH,1,,,,,,,,184,0,4,0,1,4,3,0,1,,,,,,,,,,,,,,,0,incomplete,0,3,1,4,SEARCH,PICKUP,266,6661,6788,34776,42,251040,14246,265286,complete,0,,,
gpt-5-mini_no-plans_maintenance_4,gpt-5-mini_no-plans_maintenance_4.json,gpt-5-mini,gpt-5-mini,,openai,no-plans,maintenance,standard,4,"2/25/2026, 7:53:03 PM",1,1,7,0,1,1,0.5,1,1,1,hallucinated,domain_first,correct_separation,0,1,0,,thermostat_failure,,1,0,5,1,7,SEARCH,1,,,,,,,,111,0,7,0,2,3,0,0,,,,,,,,,,,,,,,,1,action_loop,1,6,1,7,SEARCH,PICKUP,WAYPOINT,DROPOBJECT,239,5610,5647,27285,46,315358,11908,327266,complete,0,
gpt-5-mini_no-plans_maintenance_5,gpt-5-mini_no-plans_maintenance_5.json,gpt-5-mini,gpt-5-mini,,openai,no-plans,maintenance,standard,5,"2/25/2026, 7:57:35 PM",1,1,6,0,0,0,0,1,1,1,hallucinated,neither,correct_separation,0,1,0,,thermostat_failure,,1,1,5,1,6,SEARCH,1,,,,,,,,64,0,6,0,0,3,4,1,0.8,,,,,,,,,,,,,,,1,success,0,5,1,6,SEARCH,PICKUP,WAYPOINT,DROPOBJECT,186,6614,6190,23987,33,253733,8634,262367,complete,0,
gpt-5.2-2025-12-11_knowledge-equalized_maintenance_1,gpt-5.2-2025-12-11_knowledge-equalized_maintenance_1.json,gpt-5.2-2025-12-11,gpt-5.2-2025.12-11,,openai,knowledge-equalized,maintenance,standard,1,"2/25/2026, 5:46:01 PM",1,3,7,1,1,0,1,0,0,0,domain_grounded,domain_first,paraphrase_only,5,1,0.8333333333333334,,thermostat_failure,,1,1,5,1,5,SEARCH,1,,,,,,,,40,4,2,0.6666666666666666,0,1,4,0,1,1,0,1,1,0,,0,,2,2,1,0,1,1,1,success,0,4,3,7,SEARCH,PICKUP,WAYPOINT,DROPOBJECT,114,1622,1200,5777,55,515480,1015,516495,complete,0,Did not follow the plan
gpt-5.2-2025-12-11_knowledge-equalized_maintenance_2,gpt-5.2-2025-12-11_knowledge-equalized_maintenance_2.json,gpt-5.2-2025-12-11,gpt-5.2-2025.12-11,,openai,knowledge-equalized,maintenance,standard,2,"2/25/2026, 5:49:07 PM",1,3,7,1,1,1,1,0,0,0,domain_grounded,domain_first,paraphrase_only,4,1,0.8,,thermostat_failure,,1,1,5,1,5,SEARCH,1,,,,,,,,28,4,3,0.5714285714285714,0,0,4,0,1,1,0,1,1,0,,0,,2,2,1,0,1,1,1,success,0,4,3,7,SEARCH,PICKUP,WAYPOINT,DROPOBJECT,100,1608,1138,5684,46,412485,884,413369,complete,0,
gpt-5.2-2025-12-11_knowledge-equalized_maintenance_3,gpt-5.2-2025-12-11_knowledge-equalized_maintenance_3.json,gpt-5.2-2025-12-11,gpt-5.2-2025.12-11,,openai,knowledge-equalized,maintenance,standard,3,"2/25/2026, 5:51:14 PM",1,2,5,0,0,0,0,1,1,1,domain_grounded,domain_first,paraphrase_only,4,1,0.8,,thermostat_failure,,1,1,4,1,5,none,0,,1,0,2,loop,circling,,23,2,6,0.25,2,2,6,0,1,0,,1,1,0,,0,,1,1,1,0,1,1,0,action_loop,0,6,2,8,SEARCH,PICKUP,STOP,GRIPPER,108,1569,1374,7626,49,506331,887,507218,complete,0,
gpt-5.2-2025-12-11_knowledge-equalized_maintenance_4,gpt-5.2-2025-12-11_knowledge-equalized_maintenance_4.json,gpt-5.2-2025-12-11,gpt-5.2-2025.12-11,,openai,knowledge-equalized,maintenance,standard,4,"2/25/2026, 5:55:15 PM",1,3,7,0,0,1,0,1,1,1,domain_grounded,domain_first,paraphrase_only,4,1,0.8,,thermostat_failure,,1,1,5,1,5,SEARCH,1,,,,,,,,40,4,3,0.5714285714285714,0,0,4,0,1,1,1,1,1,0,,0,,2,2,1,0,1,1,1,success,0,4,3,7,SEARCH,PICKUP,WAYPOINT,DROPOBJECT,133,1463,1007,7090,83,1213500,1260,1214760,complete,0,
gpt-5.2-2025-12-11_knowledge-equalized_maintenance_5,gpt-5.2-2025-12-11_knowledge-equalized_maintenance_5.json,gpt-5.2-2025-12-11,gpt-5.2-2025.12-11,,openai,knowledge-equalized,maintenance,standard,5,"2/25/2026, 6:00:26 PM",1,2,5,0,0,0,0,1,1,1,domain_grounded,domain_first,paraphrase_only,6,1,0.8571428571428571,,thermostat_failure,,1,1,5,1,5,SEARCH,1,,,,,,,,32,3,3,0.5,0,1,4,0,1,0,,1,1,0,,0,,1,1,1,0,1,1,1,success,0,4,2,6,SEARCH,PICKUP,WAYPOINT,DROPOBJECT,117,1724,1908,11363,59,580036,1100,581136,complete,0,
gpt-5.2-2025-12-11_no-plans_maintenance_1,gpt-5.2-2025-12-11_no-plans_maintenance_1.json,gpt-5.2-2025-12-11,gpt-5.2-2025.12-11,,openai,no-plans,maintenance,standard,1,"2/25/2026, 5:21:49 PM",1,1,7,0,0,0,0,1,1,1,data_anchored,logs_first,paraphrase_only,0,1,0,,thermostat_failure,,1,1,5,1,7,SEARCH,1,,,,,,,,53,4,1,0.8,0,1,4,0,1,,,,,,,,,,,,,,,1,success,0,4,1,5,SEARCH,PICKUP,WAYPOINT,DROPOBJECT,137,2152,4040,28895,50,489452,895,490347,complete,0,
gpt-5.2-2025-12-11_no-plans_maintenance_2,gpt-5.2-2025-12-11_no-plans_maintenance_2.json,gpt-5.2-2025-12-11,gpt-5.2-2025.12-11,,openai,no-plans,maintenance,standard,2,"2/25/2026, 5:33:12 PM",1,1,5,0,0,0,0,1,1,1,data_anchored,logs_first,paraphrase_only,0,1,0,,thermostat_failure,,1,0,3,1,5,WAYPOINT,0,,1,0,3,loop,safety_stop,,24,1,3,0.25,0,2,3,0,1,,,,,,,,,,,,,,,0,incomplete,0,3,1,4,WAYPOINT,SEARCH,STOP,63,1463,1228,4940,30,184937,572,185509,complete,0,,
gpt-5.2-2025-12-11_no-plans_maintenance_3,gpt-5.2-2025-12-11_no-plans_maintenance_3.json,gpt-5.2-2025-12-11,gpt-5.2-2025.12-11,,openai,no-plans,maintenance,standard,3,"2/25/2026, 5:34:53 PM",1,1,5,0,0,0,0,1,1,1,data_anchored,logs_first,correct_separation,0,3,0,,thermostat_failure,,1,1,5,1,5,SEARCH,1,,,,,,,,23,4,1,0.8,0,1,0,0,,,,,,,,,,,,,,,,1,success,0,4,1,5,SEARCH,PICKUP,WAYPOINT,DROPOBJECT,95,1326,991,5992,50,467848,816,468664,complete,0,
gpt-5.2-2025-12-11_no-plans_maintenance_4,gpt-5.2-2025-12-11_no-plans_maintenance_4.json,gpt-5.2-2025-12-11,gpt-5.2-2025.12-11,,openai,no-plans,maintenance,standard,4,"2/25/2026, 5:42:16 PM",1,1,5,0,0,0,0,1,1,1,data_anchored,logs_first,correct_separation,0,3,0,,thermostat_failure,,1,0,2,0,5,WAYPOINT,0,,1,0,2,stall,task_abandoned,,24,1,2,0.3333333333333333,0,1,2,0,1,,,,,,,,,,,,,,,0,incomplete,0,2,1,3,WAYPOINT,STOP,60,1802,2075,10213,26,161867,549,162416,complete,0,,,
gpt-5.2-2025-12-11_no-plans_maintenance_5,gpt-5.2-2025-12-11_no-plans_maintenance_5.json,gpt-5.2-2025-12-11,gpt-5.2-2025.12-11,,openai,no-plans,maintenance,standard,5,"2/25/2026, 5:43:46 PM",1,1,6,0,0,0,0,1,1,1,data_anchored,logs_first,correct_separation,0,3,0,,thermostat_failure,,1,0,2,0,6,WAYPOINT,0,,1,0,2,stall,task_abandoned,,28,0,3,0,0,3,2,0,1,,,,,,,,,,,,,,,0,incomplete,0,2,1,3,WAYPOINT,STOP,63,1487,1446,7037,36,192391,725,193116,complete,0,,,
